Name,ID
Marcus Bosenberg,"['ur.012612053076.87', 'ur.0661634627.36', 'ur.07626302503.23', 'ur.012625243034.32']"
Russ Carstens,['ur.011070650007.71']
Benjamin Chen,"['ur.012645626331.55', 'ur.016341110423.43', 'ur.014556777204.65', 'ur.013356311117.19', 'ur.01111377064.18', 'ur.01035610077.82', 'ur.010763412742.55', 'ur.013543246075.71', 'ur.01045745630.53', 'ur.016556273514.76', 'ur.0663516215.31', 'ur.010230012513.17', 'ur.015231445714.58', 'ur.0617745353.53', 'ur.016704547434.74', 'ur.010650353063.35', 'ur.0662111463.23', 'ur.01100027527.09', 'ur.015767177460.34', 'ur.01032705326.08', 'ur.014672665640.41', 'ur.013232273260.58', 'ur.013375066734.70', 'ur.013021732741.36', 'ur.01267474050.35', 'ur.013132566021.78', 'ur.013655455072.10', 'ur.012122371415.87', 'ur.011256323613.48', 'ur.0741746534.67', 'ur.012707612721.40', 'ur.01236145002.53', 'ur.012431746614.21', 'ur.01126141230.71', 'ur.07643422517.86', 'ur.01173627414.69', 'ur.07655037655.64', 'ur.014076660761.90', 'ur.014144227676.68', 'ur.016523277770.87', 'ur.010146763363.18', 'ur.01063757542.44', 'ur.013172707616.12', 'ur.014701561147.47', 'ur.010356542334.68', 'ur.011342222303.65', 'ur.013462765307.10', 'ur.07554652273.30', 'ur.014340445665.32', 'ur.012660107241.34', 'ur.011076205102.29', 'ur.01127537647.48']"
Emily Cheng,"['ur.011077241273.49', 'ur.010152225303.20', 'ur.010053141407.24', 'ur.013026171743.08', 'ur.014662417550.21', 'ur.012502362216.76', 'ur.011652734366.14', 'ur.015745321456.42', 'ur.0707153127.19', 'ur.01236242067.49', 'ur.015211343572.07', 'ur.013353310640.55', 'ur.015007413250.17', 'ur.01175711362.15', 'ur.012771530163.81', 'ur.012034163325.54', 'ur.010037152515.30', 'ur.016470272214.07', 'ur.015207447550.27', 'ur.011471146330.64', 'ur.01173324365.15', 'ur.010322517442.79', 'ur.0767300454.60', 'ur.012545135466.31', 'ur.013422275754.06', 'ur.013547430620.17', 'ur.015270130104.61', 'ur.014606276437.82', 'ur.014240332477.14', 'ur.013725131754.56']"
Charleen Chu,"['ur.016554700671.07', 'ur.012310503251.85', 'ur.07665720167.12', 'ur.011677571145.09', 'ur.012616616711.93']"
John Chute,"['ur.014706774767.94', 'ur.012466370017.85', 'ur.01267170510.02', 'ur.011202477505.32']"
E. Connolly,"['ur.010256557604.72', 'ur.016026505575.86', 'ur.01061771243.06', 'ur.010133533754.38', 'ur.010254527532.17', 'ur.01120613417.21', 'ur.010253534214.83', 'ur.01260575206.44', 'ur.015372712172.51', 'ur.0600133466.35', 'ur.016325244120.33', 'ur.015637314565.72', 'ur.016543174646.97', 'ur.01360427560.42', 'ur.015501156734.73', 'ur.012410754335.69', 'ur.01304457433.99', 'ur.013250503772.27', 'ur.012003623614.23', 'ur.01357640622.40', 'ur.0703352645.90', 'ur.0764152422.21', 'ur.01332137026.65', 'ur.014160434766.20', 'ur.016205366774.04', 'ur.011322413625.00', 'ur.01004044012.26', 'ur.07633731020.48', 'ur.07403314445.56', 'ur.013476151675.10', 'ur.015347313430.21', 'ur.014372232466.32', 'ur.010046423511.45', 'ur.012152775167.59', 'ur.0665423726.39', 'ur.011755410337.63', 'ur.014507767541.11', 'ur.011723475657.39', 'ur.010306476477.91', 'ur.01013634007.24', 'ur.015030442204.26', 'ur.013264460061.68', 'ur.010000760237.43', 'ur.016336026355.43', 'ur.011174275035.34', 'ur.011507466721.30', 'ur.0642047743.02', 'ur.016074051425.11', 'ur.010350453277.09', 'ur.01362521262.04', 'ur.011542700775.16', 'ur.01001440310.73', 'ur.014521434375.31', 'ur.01235515171.86', 'ur.014531012437.36', 'ur.012453123372.34', 'ur.015635363123.31', 'ur.013113401373.49', 'ur.014774265611.81', 'ur.016334245634.88', 'ur.07465221372.58', 'ur.012212717125.05', 'ur.0104117546.35', 'ur.07764445063.21', 'ur.014645303335.26', 'ur.0620327124.38', 'ur.011655542772.63', 'ur.0612131132.25', 'ur.010577530165.28', 'ur.01276250061.13', 'ur.013454767252.25', 'ur.01116016001.89', 'ur.010411450651.27', 'ur.012636026063.17', 'ur.014327364023.67', 'ur.01173232612.67', 'ur.01120262675.65', 'ur.01165365333.54', 'ur.0112051146.44', 'ur.014205744233.58', 'ur.012641200403.79', 'ur.015620064177.31', 'ur.011526315467.35', 'ur.076723762.38', 'ur.07431576321.93', 'ur.0707557042.21', 'ur.01250527125.40', 'ur.0664421072.01', 'ur.015434661677.12']"
Jonathan Dranoff,"['ur.07767217346.34', 'ur.010577325255.79', 'ur.0703642674.64']"
R. Dudley,"['ur.016020446166.78', 'ur.01150470637.49', 'ur.01305607016.84', 'ur.011750620036.23', 'ur.0705530623.02', 'ur.010007551273.04', 'ur.01023770631.34', 'ur.012440106145.12', 'ur.016607710162.71', 'ur.016012327562.89', 'ur.011755075613.74', 'ur.014603716041.05', 'ur.014024037407.06', 'ur.07511727653.18', 'ur.015501012745.56', 'ur.012060616316.67', 'ur.011543373533.53', 'ur.07634717004.85', 'ur.015305706727.34', 'ur.013074210646.32', 'ur.012766762715.78', 'ur.01336013025.66', 'ur.013703007567.32', 'ur.01245562273.02', 'ur.01342170754.11', 'ur.07731610667.68', 'ur.015671451417.83', 'ur.01225561624.12', 'ur.011050062076.99', 'ur.014235107615.39', 'ur.013225206576.19', 'ur.0100050111.56', 'ur.01001744577.90', 'ur.013514105211.47', 'ur.01155255327.14', 'ur.0733077371.12', 'ur.010263710201.21', 'ur.0605133623.24', 'ur.01306275226.57', 'ur.016275674113.09', 'ur.012153376451.13', 'ur.013412552403.09', 'ur.014400464101.84', 'ur.016450164015.47', 'ur.010147203541.90', 'ur.0604413006.33', 'ur.016400551767.76', 'ur.01177013055.95', 'ur.014262041702.46', 'ur.0605133605.51', 'ur.07366474252.78', 'ur.013651073047.72', 'ur.014256152007.39', 'ur.012420743024.42', 'ur.01012255523.46', 'ur.010320510167.33', 'ur.012620300425.26', 'ur.01116103516.35', 'ur.015221776533.60', 'ur.011552472473.12', 'ur.01175723617.97', 'ur.010325020211.94', 'ur.0720602264.73', 'ur.015514740226.97', 'ur.010736544543.36', 'ur.060724042.68', 'ur.010432765306.29', 'ur.0713472012.43', 'ur.013703620131.29', 'ur.01175755105.11', 'ur.016001236742.30', 'ur.014043621111.38', 'ur.014611360515.72', 'ur.013213757750.37', 'ur.01155736121.74', 'ur.0576110735.02', 'ur.014162476042.54', 'ur.0617571565.12', 'ur.01120547146.64', 'ur.01274177516.34', 'ur.012070715377.10', 'ur.016516247345.58', 'ur.01166660706.71', 'ur.07632126113.62', 'ur.066547252.36', 'ur.01334167026.67', 'ur.0610571240.94', 'ur.01267716007.02', 'ur.014567100615.80', 'ur.0642145372.06', 'ur.014174702201.42', 'ur.012722365165.48', 'ur.013666112663.63', 'ur.012755245535.27', 'ur.014210314304.47', 'ur.07671302115.36', 'ur.012567533426.98', 'ur.011157042344.50']"
Charles Eberhart,"['ur.07752651725.22', 'ur.07404437221.02', 'ur.015515754771.14', 'ur.016173711045.31', 'ur.015063574235.21', 'ur.013537206721.25', 'ur.013007244075.48', 'ur.073474445.43', 'ur.012466360175.04', 'ur.016515756243.99', 'ur.014755601615.45', 'ur.01204052502.48', 'ur.0775321062.58', 'ur.010703226401.06']"
Charles Esmon,"['ur.011240165047.96', 'ur.01065507416.27']"
Francisco Esteva,"['ur.013323512267.01', 'ur.011777630457.00', 'ur.07623456111.49', 'ur.015076644623.60', 'ur.01251563127.31', 'ur.01130347417.06']"
Nikolaos Frangogiannis,['ur.01255200715.86']
Ali Gharavi,"['ur.013034672046.27', 'ur.014715525515.53', 'ur.01067331531.54', 'ur.012203472074.86', 'ur.011242535717.49', 'ur.015454510707.33', 'ur.016504451471.41', 'ur.07604601135.47']"
Larry Allen,"['ur.01115052277.87', 'ur.013502430117.35', 'ur.064127637.85', 'ur.01046050604.68', 'ur.01343351501.36', 'ur.013757451311.14', 'ur.013336465747.44', 'ur.076367255.81', 'ur.050060145.47', 'ur.051747154.71', 'ur.01043671326.75', 'ur.014303374635.04', 'ur.01166451750.69', 'ur.0640450475.51', 'ur.012321433375.86', 'ur.01344335544.34', 'ur.0631274227.29', 'ur.011733514735.08', 'ur.01357363231.81', 'ur.01254662250.57', 'ur.013167563510.50']"
Rishi Arora,"['ur.015033641750.49', 'ur.012253756633.96', 'ur.013675356511.86', 'ur.0645016565.30', 'ur.016162156067.01', 'ur.01352174570.70', 'ur.01115173472.23', 'ur.016171147730.67']"
Themistocles Assimes,"['ur.015174327067.75', 'ur.07627317045.22', 'ur.012274663705.34', 'ur.0716373565.06', 'ur.012525677273.14', 'ur.010316213605.23', 'ur.015036015303.69']"
Jared Baeten,"['ur.0777220652.28', 'ur.016326651343.02', 'ur.015627006133.13', 'ur.012117051447.15']"
Christopher Barbieri,"['ur.015045623163.51', 'ur.0662644425.03', 'ur.01020147072.08', 'ur.012661201067.39', 'ur.012603744023.58', 'ur.014675122031.94', 'ur.015457323342.22']"
Julie Bastarache,['ur.0777464651.51']
Justin Bekelman,"['ur.012261633067.59', 'ur.01127702261.71', 'ur.010074117776.04']"
Tammie Benzinger,"['ur.014111173603.11', 'ur.012064164650.21', 'ur.012407653414.26', 'ur.011133265577.64', 'ur.013546553477.14', 'ur.015306763334.69', 'ur.015703534464.49']"
Gregory Bisson,['ur.01033115570.02']
David Boulware,"['ur.012476133346.87', 'ur.013460613171.25', 'ur.016401560221.75', 'ur.014136165073.78', 'ur.012323621511.71', 'ur.015277573441.73', 'ur.01040774640.13', 'ur.01007573427.46', 'ur.011255170225.35', 'ur.01361554135.48']"
Scott Boyd,"['ur.014505361232.00', 'ur.0712601532.19', 'ur.01217326375.99', 'ur.010453353043.54', 'ur.0713601023.10', 'ur.013677413727.55', 'ur.01361535703.93', 'ur.0762403266.54', 'ur.0606307447.32', 'ur.01207562056.27', 'ur.010312721132.26', 'ur.07401320270.36', 'ur.0756420600.50', 'ur.01372607571.31', 'ur.013761755132.69', 'ur.012246672045.53', 'ur.015707401746.17']"
Katrin Chua,"['ur.0774552402.95', 'ur.015466373262.79']"
Sara Cosgrove,"['ur.01347347172.89', 'ur.010737227205.18', 'ur.010201353174.27']"
Deidra Crews,"['ur.07437530063.26', 'ur.01066126366.34']"
Saumya Das,"['ur.013727762210.39', 'ur.015740646206.36', 'ur.014560264272.21', 'ur.011140503267.23', 'ur.016023403023.97', 'ur.015324735143.20', 'ur.014047435374.71', 'ur.010360431476.13', 'ur.010557035327.54', 'ur.013040671611.17', 'ur.012435231211.27', 'ur.010140207031.60', 'ur.014021113036.08', 'ur.012065752471.28', 'ur.0612333333.47']"
Tushar Desai,"['ur.016203347260.40', 'ur.014404451501.58', 'ur.015651172366.49', 'ur.010432065260.27', 'ur.01364172746.76', 'ur.012531251367.07', 'ur.016655370346.71', 'ur.015007265711.23', 'ur.07557652353.70', 'ur.010076551764.45', 'ur.013741665453.20', 'ur.0641065610.35', 'ur.014552135324.26', 'ur.011111321415.48', 'ur.012231005362.94', 'ur.011763414736.36', 'ur.012210130053.57', 'ur.07375060372.24']"
Joseph Duncan,"['ur.01177125470.50', 'ur.010475371542.64', 'ur.012523150557.02', 'ur.0730124517.54', 'ur.016453174653.02', 'ur.012710152555.44', 'ur.07517761376.79', 'ur.0770325321.79', 'ur.0722216315.25', 'ur.01333442150.65', 'ur.016212616744.51', 'ur.016671071266.15', 'ur.014207326024.10']"
Stephanie Eisenbarth,"['ur.01212733661.87', 'ur.015463056106.63', 'ur.011511467447.80']"
Jordan Feld,"['ur.015250251525.90', 'ur.014431047437.59', 'ur.012365527701.10', 'ur.0653602577.10', 'ur.016336004367.80', 'ur.010736030133.09', 'ur.010514001467.22', 'ur.016663624612.90', 'ur.010616676462.17', 'ur.013112543037.20', 'ur.07566562077.90', 'ur.013505202247.62', 'ur.012054523537.96', 'ur.016252327433.67', 'ur.013677262337.47', 'ur.012266720617.95', 'ur.016200750543.34', 'ur.012161100612.48', 'ur.07610201540.03', 'ur.015556563517.17', 'ur.016404724317.97', 'ur.016045253577.74', 'ur.013570502667.29', 'ur.010240752334.99', 'ur.016466264717.21', 'ur.010146217007.37', 'ur.015577755075.42', 'ur.015115442526.52', 'ur.0704266362.46', 'ur.014645760027.08', 'ur.014006232007.33', 'ur.012537154517.39', 'ur.07363656317.35', 'ur.015667216107.08', 'ur.013243646265.71']"
Maria Figueroa,"['ur.015122747043.60', 'ur.014305614506.50', 'ur.013413705075.12', 'ur.016074540273.12', 'ur.014613064555.47', 'ur.013765565127.24', 'ur.010324564137.46', 'ur.010160540371.06', 'ur.07470002137.38', 'ur.016126076145.07', 'ur.010533121714.57', 'ur.014652324741.07', 'ur.012343253501.62', 'ur.07655730517.24', 'ur.015230436074.84', 'ur.01320071463.54', 'ur.07713322605.11', 'ur.016714247653.06', 'ur.01046005724.07', 'ur.010045371530.59', 'ur.012310534603.08', 'ur.015532505101.61', 'ur.013364636540.15', 'ur.07714551457.20', 'ur.011217544355.26', 'ur.010624325273.77', 'ur.016706756510.38', 'ur.01010746446.42', 'ur.01144362256.35', 'ur.0577056333.94', 'ur.012400753320.52', 'ur.011653532610.11', 'ur.015572147646.82', 'ur.01204614060.84', 'ur.010510233451.97', 'ur.014672155027.29', 'ur.013173152715.62', 'ur.015304362455.12', 'ur.01104231656.94', 'ur.07732746507.73', 'ur.07535751030.76', 'ur.07746326720.21', 'ur.013046625423.14', 'ur.011003025773.92', 'ur.0765350721.26', 'ur.010206350343.51', 'ur.0651225702.25', 'ur.012247740733.36', 'ur.016026142642.17', 'ur.012624715640.41', 'ur.012040227227.88', 'ur.011765637464.74', 'ur.010176444667.46', 'ur.0576244273.69', 'ur.012173225003.02', 'ur.011672166452.49', 'ur.010741237010.97', 'ur.012335575452.61', 'ur.01011627614.44', 'ur.07615136375.12']"
Alexander Fiks,"['ur.015202564425.24', 'ur.016264272575.02', 'ur.010064360673.38', 'ur.07721526733.98', 'ur.015652035366.55', 'ur.01066074334.50']"
Amit Gaggar,"['ur.0660114053.00', 'ur.012637225451.05']"
Katherine Gallagher,"['ur.012543226037.11', 'ur.01110230503.43', 'ur.016613352657.01', 'ur.011351743017.63', 'ur.01344642360.79', 'ur.01351162620.74', 'ur.016060720564.06', 'ur.010660413555.36', 'ur.010257111623.03', 'ur.014366240551.25', 'ur.013655531013.20', 'ur.011726216415.13', 'ur.012363233117.32', 'ur.01064235630.14', 'ur.012413105452.40', 'ur.01033350161.94', 'ur.015107477114.00']"
Santhi Ganesh,['ur.01041573706.30']
Wendy Garrett,"['ur.016204513230.45', 'ur.012375405702.62', 'ur.016550442204.02', 'ur.011742222405.11', 'ur.01000430505.10', 'ur.010660733742.23']"
Seema Ahuja,"['ur.012232732575.08', 'ur.07361706043.30', 'ur.07412031777.12', 'ur.01231277132.36', 'ur.01260502760.10']"
Maria-Luisa Alegre,"['ur.01331664303.96', 'ur.016674412137.08', 'ur.012173400417.17']"
David Altshuler,"['ur.014436131342.39', 'ur.01243662030.16', 'ur.01132736434.18', 'ur.016067020227.24', 'ur.0724374300.10', 'ur.010703244561.32', 'ur.014041251630.21', 'ur.011574434444.03', 'ur.012713255433.09', 'ur.012731225055.53', 'ur.013764756044.24']"
Andrew Arai,"['ur.0603205226.92', 'ur.014546747470.56', 'ur.01115370474.12', 'ur.011511061035.38', 'ur.010217040136.87']"
Katrina Armstrong,"['ur.07741752473.88', 'ur.01247015471.37', 'ur.010166765233.22', 'ur.013615525413.30', 'ur.01131155564.81', 'ur.013424302112.64']"
Andrew Badley,"['ur.015320746317.71', 'ur.011064630757.43', 'ur.011034010162.28', 'ur.013561642601.71', 'ur.01345621012.25']"
Ravi Bhatia,"['ur.0661764266.17', 'ur.01045255257.00', 'ur.013465747401.38', 'ur.012011101630.69', 'ur.014141516173.46', 'ur.0734200323.66', 'ur.0712566612.16', 'ur.0705444751.09', 'ur.012501417237.50', 'ur.07556655115.17', 'ur.065204456.17', 'ur.014567421631.14', 'ur.01236700177.14', 'ur.01061261705.55', 'ur.012454337177.35', 'ur.014764664471.12', 'ur.014551515523.45']"
Smita Bhatia,"['ur.010315565720.39', 'ur.011022053770.02', 'ur.010164031506.95', 'ur.0656255240.48', 'ur.013246626347.23', 'ur.0726351036.30', 'ur.01266561243.08', 'ur.01204074305.27', 'ur.013646341306.34']"
Arul Chinnaiyan,"['ur.010064272144.28', 'ur.016465525257.41', 'ur.01057336674.48', 'ur.015514444061.17']"
Philip Cole,"['ur.012377354255.07', 'ur.01335501773.83', 'ur.015277744274.73', 'ur.010771055574.28', 'ur.010452761377.08', 'ur.064346541.55', 'ur.0635047730.61', 'ur.01226357064.75', 'ur.014515721355.52', 'ur.0611032224.00', 'ur.07362720015.23', 'ur.01212701041.00', 'ur.07376114574.03', 'ur.016323334707.39', 'ur.010742747655.08', 'ur.060507702.50', 'ur.016672705274.69', 'ur.013501566435.62', 'ur.012414614575.39', 'ur.013504320555.77', 'ur.066125371.18', 'ur.0727626056.96', 'ur.0640406620.11', 'ur.016075324674.19', 'ur.014637155335.83', 'ur.015776011015.49']"
Suzanne Conzen,"['ur.012106724403.41', 'ur.01236125575.77', 'ur.01133777240.14']"
David Corry,"['ur.07750350667.54', 'ur.014663557411.77', 'ur.013723121506.21', 'ur.0631766353.59', 'ur.01240702031.76', 'ur.012356323726.37', 'ur.010217344514.31', 'ur.014640303265.91', 'ur.0732242610.10', 'ur.014042642640.79', 'ur.014117574576.12']"
David Cummings,"['ur.01163735600.85', 'ur.010315030655.47', 'ur.01342547266.47', 'ur.071155061.50', 'ur.01215452555.20', 'ur.0733404504.42', 'ur.07606526052.89', 'ur.01065267300.09', 'ur.01164733755.78', 'ur.010071444275.86', 'ur.010615731623.60', 'ur.01074312701.74', 'ur.016677167503.48', 'ur.01004531361.14', 'ur.016706411611.24', 'ur.016061322472.57']"
Michael Debaun,"['ur.0640311763.00', 'ur.014706070117.51']"
Madhav Dhodapkar,"['ur.015247624243.79', 'ur.012053430513.95', 'ur.01103031252.33']"
E. Ely,"['ur.01005005664.10', 'ur.013714332477.51', 'ur.01242147417.53', 'ur.0746356510.00', 'ur.011346465657.00', 'ur.01250465246.20', 'ur.014651032473.05', 'ur.011256670174.47', 'ur.01322061750.66', 'ur.01022463411.88', 'ur.013625470704.42', 'ur.012337030037.37', 'ur.014403774041.94', 'ur.014224552471.60', 'ur.016341011175.70', 'ur.012000443645.54', 'ur.01153732271.48', 'ur.015444271751.08', 'ur.07676773116.99', 'ur.015524661015.94', 'ur.011333752162.20', 'ur.010215605627.45', 'ur.01277334005.23', 'ur.016574253131.27', 'ur.0730554063.78', 'ur.014520065305.06', 'ur.011441354353.25', 'ur.0771126622.30', 'ur.07506431703.32']"
Robert Friedlander,"['ur.077036566.16', 'ur.013613055755.65', 'ur.0735167115.22', 'ur.011371531662.73', 'ur.01213401651.12', 'ur.010435106334.11', 'ur.010346444141.85', 'ur.012150120032.37', 'ur.01325316141.69', 'ur.015413363674.45', 'ur.01275217405.19', 'ur.0601570566.04']"
Thomas Gajewski,"['ur.01060637247.03', 'ur.014445641135.76', 'ur.012514772744.60', 'ur.011506536667.08', 'ur.014562151371.50', 'ur.014215275353.48', 'ur.012157132575.84', 'ur.07710460231.31', 'ur.011070551602.31']"
Robert Gerszten,"['ur.010030454233.85', 'ur.010053512547.98', 'ur.014370503633.21', 'ur.015741771355.45', 'ur.015532651257.62', 'ur.01024477020.55', 'ur.014104764615.39', 'ur.011010172103.37', 'ur.014341414421.58', 'ur.01220714655.16', 'ur.011651511517.06', 'ur.016342714415.20']"
George Gittes,"['ur.01307216424.37', 'ur.016513725227.70', 'ur.010662762667.18']"
Mark Gladwin,"['ur.013543413513.64', 'ur.014416560755.57', 'ur.014662546033.07', 'ur.015414651605.67', 'ur.010130405773.11', 'ur.015634263244.02', 'ur.016064643041.54', 'ur.0606710372.61', 'ur.0666220257.32', 'ur.013505210271.53']"
Roy Gulick,"['ur.016555715034.83', 'ur.015751257233.49', 'ur.016602373367.02', 'ur.01141310641.61', 'ur.015016703205.06']"
Volker Haase,['ur.01254056046.16']
William Haynes,"['ur.046175777.30', 'ur.0614521752.44', 'ur.01010730522.02', 'ur.013602322300.70', 'ur.0107242433.69', 'ur.013334515214.72', 'ur.015106021135.24', 'ur.013566742260.51', 'ur.011130473061.71', 'ur.01367531531.51', 'ur.0673720205.96', 'ur.052172631.04', 'ur.01022540513.08', 'ur.016526616760.36', 'ur.057311765.27', 'ur.013163105020.27', 'ur.014326441515.09', 'ur.0632314326.19', 'ur.013751727402.65', 'ur.010622305137.17', 'ur.01274663241.67', 'ur.011204407005.61', 'ur.016013471420.55', 'ur.014226342767.89', 'ur.014563075161.74', 'ur.015161466773.48', 'ur.011164741663.43', 'ur.012011503061.16', 'ur.010421410522.35']"
Joel Hirschhorn,"['ur.01331443306.99', 'ur.013406705350.93', 'ur.010513507132.23', 'ur.016007430551.28', 'ur.013361242317.34', 'ur.0675500473.09', 'ur.015116316124.90', 'ur.010454221273.34', 'ur.012272522215.20', 'ur.07573742555.51', 'ur.014001342415.18']"
Edward Abraham,"['ur.0770156315.09', 'ur.0107006044.99', 'ur.014360535735.43', 'ur.016567160725.40', 'ur.054265456.42', 'ur.01313254203.58', 'ur.01265673001.30', 'ur.010407435142.38', 'ur.01117372642.63', 'ur.016063032303.90', 'ur.01005210470.26', 'ur.01363602626.34', 'ur.01240537043.51', 'ur.0660303032.82', 'ur.01224001371.34', 'ur.014256040102.28', 'ur.0105607737.92', 'ur.01152264213.35', 'ur.01053237353.64', 'ur.015442625475.24', 'ur.0114050316.95', 'ur.01040662010.00', 'ur.01226737273.01', 'ur.012600010742.67', 'ur.013015622103.56', 'ur.010764631201.55', 'ur.014507620007.25', 'ur.0657116173.95', 'ur.015743760717.16']"
Kenneth Anderson,"['ur.01003320146.08', 'ur.0743423275.44', 'ur.012627222231.92', 'ur.014221075273.39', 'ur.012027157500.81', 'ur.014710006573.22', 'ur.011753461712.29', 'ur.01135722671.06', 'ur.07556031663.12', 'ur.016200622673.41', 'ur.012714257341.93', 'ur.010737705273.71', 'ur.014123544121.76', 'ur.0724276162.12', 'ur.01013652665.99', 'ur.013030630265.89', 'ur.0110624003.77', 'ur.01224035726.23', 'ur.01040556524.37', 'ur.01210203751.65', 'ur.010503316173.03', 'ur.01211370041.01', 'ur.07767026535.48', 'ur.07740317025.35', 'ur.0627207515.37', 'ur.016057133456.01', 'ur.012542036070.27', 'ur.01100213355.47', 'ur.010527577041.10', 'ur.051211245.33', 'ur.015550320040.47', 'ur.015664155151.40', 'ur.0633135101.44', 'ur.015335541765.98', 'ur.014640400737.58', 'ur.012612256507.31', 'ur.07541403757.96', 'ur.014611177740.29', 'ur.01364424303.82', 'ur.016205012367.60', 'ur.011551120047.57', 'ur.013604370573.15', 'ur.01311164134.17', 'ur.051214670.47', 'ur.0702714374.66', 'ur.013057645602.45', 'ur.07471465403.09', 'ur.013404775151.05', 'ur.01074721256.36', 'ur.010320523562.13', 'ur.01301536640.13', 'ur.015057043622.63', 'ur.016245221553.28', 'ur.015773655324.74', 'ur.011266231341.92', 'ur.0743537060.81', 'ur.01007055576.22', 'ur.051760512.10', 'ur.010737046745.39', 'ur.074470453.51', 'ur.010556155412.32', 'ur.011165066761.18', 'ur.01255420232.17', 'ur.011202656111.05', 'ur.054767754.41', 'ur.013052570457.33', 'ur.011510270702.77', 'ur.010174546101.61', 'ur.016101362605.90', 'ur.01070547622.64', 'ur.070035545.37', 'ur.013211673267.09', 'ur.060263366.58', 'ur.011021700306.75', 'ur.013012740111.36', 'ur.016003536145.62', 'ur.01152144246.20', 'ur.0114061571.73', 'ur.010475451031.81', 'ur.01027452654.68', 'ur.01167450725.43', 'ur.056503225.10', 'ur.015707126137.35', 'ur.013136067013.56', 'ur.01207512724.67', 'ur.01021131150.84']"
Steven Balk,"['ur.015422233657.85', 'ur.012457173457.45']"
Jeffrey Bender,"['ur.016062606634.75', 'ur.013230672777.30', 'ur.0775371522.22', 'ur.01306033274.68', 'ur.0633354437.33', 'ur.01210210736.34', 'ur.013753477052.55', 'ur.01152067121.78', 'ur.013320024461.20', 'ur.01263524157.68']"
Bruce Blazar,"['ur.014102657406.35', 'ur.015124321217.27']"
Linda Boxer,"['ur.01205731353.68', 'ur.01162457501.01', 'ur.0752215152.37']"
Troyen Brennan,['ur.01331435353.26']
Richard Bucala,"['ur.015352661725.51', 'ur.013151720017.63', 'ur.011110375415.38', 'ur.012545433525.06', 'ur.010463044551.18']"
Phillip Chance,['ur.01224060372.64']
Michael Clarke,"['ur.011522017627.34', 'ur.015672574204.00', 'ur.011553770403.12', 'ur.0706012336.19', 'ur.010252032663.21', 'ur.013026665621.37', 'ur.010075155653.11', 'ur.011312777777.79', 'ur.01006724474.38', 'ur.01066617722.07', 'ur.01231341306.35', 'ur.016614073437.06', 'ur.01064361352.03', 'ur.015373646263.38', 'ur.014534522620.04', 'ur.014415755302.83', 'ur.010506442207.35', 'ur.01040274676.78', 'ur.010506712562.99', 'ur.01031576505.90', 'ur.013427212112.49', 'ur.01316644444.93', 'ur.010740703700.29', 'ur.01352143621.24', 'ur.013105520737.36', 'ur.014644301470.66', 'ur.016521715202.92', 'ur.016647047345.11', 'ur.015027731547.08', 'ur.013726301251.85', 'ur.012761436610.23', 'ur.01276330755.07', 'ur.0600650523.14', 'ur.014152505756.23', 'ur.014436761630.34', 'ur.01212243214.17', 'ur.011430053302.95', 'ur.013300373437.68', 'ur.07471461611.20', 'ur.013102662173.00', 'ur.014036321607.62', 'ur.010341352647.06', 'ur.054724756.98', 'ur.013621301342.39', 'ur.014334320610.93', 'ur.07347663777.84', 'ur.013607114306.94', 'ur.01010312617.60', 'ur.014442727412.49', 'ur.014077773704.32', 'ur.014317460145.81', 'ur.015520663705.70', 'ur.012543053570.52', 'ur.015740061144.17', 'ur.0607041540.71', 'ur.0603135163.46', 'ur.07467274643.25', 'ur.061542147.73', 'ur.01144112266.00', 'ur.013706276107.59', 'ur.013113452762.93', 'ur.01070374512.38', 'ur.011026010060.29', 'ur.015175364713.55', 'ur.012614626475.92', 'ur.0724602444.78', 'ur.01217216346.10', 'ur.010661311471.07', 'ur.01204774443.53', 'ur.014252171603.70', 'ur.0776044321.86', 'ur.01251011355.62', 'ur.013172166622.40', 'ur.014726101745.24', 'ur.0610630642.57', 'ur.01355156613.96', 'ur.016430151047.21', 'ur.016643116223.59', 'ur.011041567000.64', 'ur.01153476240.46', 'ur.01130046050.34', 'ur.011560547573.24', 'ur.016513573620.83', 'ur.0661346532.45', 'ur.07627740012.31', 'ur.010532253767.80', 'ur.01262201062.79', 'ur.07765407712.23', 'ur.012040423471.14', 'ur.011126124057.20', 'ur.07476075671.12', 'ur.01177155144.89', 'ur.01263745610.42', 'ur.010054400617.20', 'ur.013516770730.17', 'ur.014216653614.50', 'ur.010600543055.28', 'ur.01262230422.33', 'ur.015237223666.64', 'ur.01337001501.52', 'ur.01001720010.58', 'ur.012721170525.55', 'ur.011020675602.73', 'ur.016112464106.72', 'ur.012022756612.58', 'ur.01232732005.97', 'ur.0614231217.58', 'ur.07353347532.40', 'ur.011423070225.90', 'ur.016516620304.08', 'ur.011127704572.96']"
Thomas Coffman,"['ur.0740460046.64', 'ur.016157176364.43', 'ur.010264563272.32', 'ur.01055204160.88', 'ur.0111321162.06']"
David Curiel,"['ur.014245610777.23', 'ur.011171634042.11', 'ur.015421540637.19', 'ur.01153251143.34', 'ur.01273407603.63', 'ur.014140666201.86', 'ur.01027325153.32', 'ur.015755000377.15']"
Patrice Delafontaine,"['ur.011631373055.36', 'ur.010415466657.23']"
Stephen Desiderio,"['ur.0716074762.94', 'ur.010042360432.63']"
